,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,action,index
736,0.00229,0.00043,-0.00053,-0.00494,0.00027,-0.01121,-0.00281,0.00904,0.007140000000000001,-0.00533,0.00584,-0.00826,-0.00414,0.00475,-0.00719,-0.0021100000000000003,0.00493,0.008190000000000001,0.00663,0.00335,-0.00132,-0.01182,-0.01105,0.00412,0.01075,-0.02101,-0.00901,0.00788,0.00689,0.01048,0.0014,0.00349,0.00454,-0.00234,0.00203,-0.0082,0.00317,0.00466,0.00298,0.00011,-0.00143,0.00191,-0.0087,0.00589,-0.00106,0.00149,0.00974,0.0009,-0.00474,-0.00878,1,137
737,0.0007599999999999999,-0.007259999999999998,-0.00323,0.00033,-0.02111,0.00204,0.008159999999999999,-0.0012,-0.00314,0.00648,-0.016730000000000002,0.00132,0.01309,0.01099,0.00458,-0.00043,0.007790000000000002,0.00094,0.0007099999999999999,-0.00404,-0.00222,-0.00544,-0.01047,-0.00577,0.01243,0.00698,0.00024,-0.00176,-0.0034200000000000003,-0.00195,0.00373,-0.008329999999999999,-0.00206,0.013030000000000002,-0.00935,0.00125,-0.00105,0.00316,0.00573,-0.00299,-0.007859999999999999,-0.0205,-0.03127,-0.04088,-0.01224,0.03979,0.02301,0.0004,-0.00853,-0.029210000000000007,1,464
738,0.00302,-9e-05,-0.00228,-0.02393,0.01435,-0.01438,-0.00038,0.00999,-0.008870000000000001,0.00019,5e-05,0.01125,0.0063,-0.00548,-0.0081,0.00621,0.00496,-0.00905,0.00755,-0.0024,-0.0051,0.00443,0.0007,-0.00343,0.00521,-0.01263,0.00131,-0.00328,0.0005200000000000001,-0.0034700000000000004,0.00626,0.00267,-0.00187,0.00047,0.00425,-0.00335,-0.00201,-0.00267,-0.00296,5e-05,-0.00725,-0.00602,-0.00458,-0.0011,0.02206,0.0045,0.0106,0.0025,-0.0023,0.00079,1,768
739,0.00045,-0.0008900000000000002,-0.00024,0.00243,4e-05,-0.00093,-0.00117,-0.00057,0.00223,0.00049,-0.00194,0.00182,0.00186,-0.00246,-4e-05,-0.01412,0.00148,0.00991,-0.00012,0.0017399999999999998,-0.01559,-0.00156,0.00078,0.01046,-0.00359,-0.00233,0.00234,4e-05,0.00114,0.00474,0.00602,0.00141,-0.00718,0.0034100000000000003,-0.00012,-0.00117,0.01067,0.00337,0.00048,-0.00032,-0.0036,0.00213,0.001,0.00036,-0.00268,0.0002,-0.00204,0.0006,0.00389,0.0012,1,987
740,-0.01026,0.0005,-0.00114,-0.02177,-0.04182,0.0197,-0.00542,-0.03751,0.01502,0.01468,0.00249,0.0135,0.01276,0.00029,-0.00626,-0.0049700000000000005,0.0013,0.01594,0.01161,-0.01249,-0.01013,-0.01454,0.00515,0.01156,0.00254,-0.00037,0.00484,0.0174,-0.00126,-0.00646,-0.00513,-0.00109,-0.0029100000000000003,-0.01353,0.0017,-0.00192,-0.025,-0.02131,0.02736,-0.01701,-0.00295,0.01278,-0.02158,0.012819999999999998,0.0107,0.007890000000000001,-0.02229,0.00493,0.0159,-0.00524,1,1120
741,0.00015,-0.01975,-0.00306,0.00722,-0.0097,0.00031,-0.00541,0.01157,0.0029,-0.00139,0.00677,0.00472,-0.0002,0.00838,0.005220000000000001,0.00267,0.00292,-0.00155,0.00507,0.00065,-0.0004,-0.00055,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,-0.00555,-0.00772,-0.00572,0.00783,-0.01614,0.00795,-0.00182,-0.00263,-0.01355,0.00015,0.01101,-0.00117,-0.01544,0.017490000000000002,0,238
742,-0.01938,0.00505,0.0105,0.01463,-0.01524,-0.02363,0.00825,0.00907,0.01238,-0.00165,-0.00229,0.01067,-0.007090000000000002,-0.01,-0.01398,0.00169,-0.01261,-0.02399,-0.01098,0.00099,0.00807,-0.02494,0.01642,-0.02147,0.00133,-0.012819999999999998,0.0056,0.02052,-0.015119999999999996,0.01364,-0.01088,0.00521,0.02438,-0.00036,-0.01802,0.00599,0.00157,-0.01905,-0.01346,5e-05,-0.00086,-0.01301,0.02062,0.016880000000000003,0.01633,-0.0041,-0.00047,0.014480000000000003,-0.01263,0.00458,1,584
743,-0.01396,-0.01123,0.01521,-0.00073,0.01587,-0.00086,0.00364,-0.00115,0.00134,-0.00014,0.00115,-0.00415,0.00954,-0.01021,-0.014,0.0195,-0.00606,-0.00672,-0.00778,0.0025800000000000003,-0.01938,0.00505,0.0105,0.01463,-0.01524,-0.02363,0.00825,0.00907,0.01238,-0.00165,-0.00229,0.01067,-0.007090000000000002,-0.01,-0.01398,0.00169,-0.01261,-0.02399,-0.01098,0.00099,0.00807,-0.02494,0.01642,-0.02147,0.00133,-0.012819999999999998,0.0056,0.02052,-0.015119999999999996,0.01364,0,564
744,0.01022,-0.00187,0.00436,0.00222,5e-05,-0.00468,0.0004,-0.0043,0.00015,-0.01975,-0.00306,0.00722,-0.0097,0.00031,-0.00541,0.01157,0.0029,-0.00139,0.00677,0.00472,-0.0002,0.00838,0.005220000000000001,0.00267,0.00292,-0.00155,0.00507,0.00065,-0.0004,-0.00055,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,-0.00555,-0.00772,-0.00572,0.00783,-0.01614,0.00795,0,230
745,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,-0.00555,-0.00772,-0.00572,0.00783,-0.01614,0.00795,-0.00182,-0.00263,-0.01355,0.00015,0.01101,-0.00117,-0.01544,0.017490000000000002,-0.01983,-0.01141,-0.01643,0.00155,-0.00677,-0.00086,0.01181,0.00971,0.01981,-0.007109999999999998,0.01162,0.0077,-0.00137,0.01147,-0.00151,0.006409999999999999,0.01144,0.00055,-0.0034700000000000004,0.00632,0.004,0.00094,1,260
746,0.00698,0.00024,-0.00176,-0.0034200000000000003,-0.00195,0.00373,-0.008329999999999999,-0.00206,0.013030000000000002,-0.00935,0.00125,-0.00105,0.00316,0.00573,-0.00299,-0.007859999999999999,-0.0205,-0.03127,-0.04088,-0.01224,0.03979,0.02301,0.0004,-0.00853,-0.029210000000000007,0.01898,0.00123,-0.01564,0.02529,-0.013669999999999998,0.0056,0.00454,-0.00386,0.0126,0.00852,-0.0022,-0.021730000000000003,0.005529999999999999,-0.01293,-0.00155,-0.00346,-0.00031,-0.02572,0.0009,0.01866,0.00282,0.01494,0.01779,-0.00343,0.008190000000000001,1,489
747,0.01014,-0.00061,0.00875,-0.0020800000000000003,-0.00121,-0.0036,0.00019,0.00315,0.00545,0.00301,0.00176,-0.00011,-0.00409,0.0032,0.00634,-0.00384,-0.0005200000000000001,0.00206,-0.00026000000000000003,-0.0012,0.00049,0.00206,-0.00377,0.00716,0.00633,0.00421,0.006659999999999999,0.00183,0.0022600000000000003,-0.00153,0.0073,0.006520000000000001,-0.0034200000000000003,0.00953,-0.00168,0.00455,0.00813,0.00212,-0.00039,0.00042,0.01158,-0.00663,-0.01026,0.0005,-0.00114,-0.02177,-0.04182,0.0197,-0.00542,-0.03751,1,1078
748,0.01642,-0.02147,0.00133,-0.012819999999999998,0.0056,0.02052,-0.015119999999999996,0.01364,-0.01088,0.00521,0.02438,-0.00036,-0.01802,0.00599,0.00157,-0.01905,-0.01346,5e-05,-0.00086,-0.01301,0.02062,0.016880000000000003,0.01633,-0.0041,-0.00047,0.014480000000000003,-0.01263,0.00458,0.01211,-0.0023,-0.00784,0.02351,0.00449,0.00392,0.00325,0.0008,-0.01092,0.00494,0.0008,0.01614,-0.00128,-0.0016300000000000002,0.00579,0.00634,-0.00122,0.0014199999999999998,-0.00054,-0.0066,-0.00044,0.00059,1,606
749,-0.00468,0.0004,-0.0043,0.00015,-0.01975,-0.00306,0.00722,-0.0097,0.00031,-0.00541,0.01157,0.0029,-0.00139,0.00677,0.00472,-0.0002,0.00838,0.005220000000000001,0.00267,0.00292,-0.00155,0.00507,0.00065,-0.0004,-0.00055,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,-0.00555,-0.00772,-0.00572,0.00783,-0.01614,0.00795,-0.00182,-0.00263,-0.01355,0.00015,0.01101,0,235
750,-0.00063,0.00084,-0.00218,0.00252,0.00038,-0.00121,0.00117,0.00394,-0.00017,-0.00092,0.0018,-0.00204,-0.0016699999999999998,0.005520000000000001,-0.00092,-0.017740000000000002,0.00403,0.0065,0.00508,0.00221,0.00233,0.00478,-0.00021,-0.0008699999999999999,-0.00025,0.00795,0.00333,-0.00074,-0.0032,0.00185,0.00049,-0.00152,-0.00021,0.00489,-0.00127,-0.00192,-0.00464,0.008329999999999999,-0.00674,-0.00025,-0.00045,0.00119,0.00066,-0.00806,0.00895,-0.008790000000000001,0.00186,0.0017,0.00231,-0.00914,1,928
751,0.01349,0.00017,-0.00203,0.008020000000000001,0.00499,0.00435,-0.0035,-0.00217,-0.00313,0.00807,0.005,-0.001,0.00028,0.00244,-0.00066,-0.0026,-0.00432,-0.00011,-0.0044,0.01118,0.00254,-0.00358,-0.01123,-0.0033,-0.00011,0.006229999999999999,-0.00318,0.01707,-0.00116,0.00039,0.00534,0.00219,0.00508,-5e-05,-0.00016,0.00473,-0.00958,-0.00016,-0.0029,0.00614,0.00022,0.00065,0.00272,-0.01331,0.0109,0.00539,-0.0013,-0.004229999999999999,0.00294,0.00065,0,58
752,0.00244,-0.00066,-0.0026,-0.00432,-0.00011,-0.0044,0.01118,0.00254,-0.00358,-0.01123,-0.0033,-0.00011,0.006229999999999999,-0.00318,0.01707,-0.00116,0.00039,0.00534,0.00219,0.00508,-5e-05,-0.00016,0.00473,-0.00958,-0.00016,-0.0029,0.00614,0.00022,0.00065,0.00272,-0.01331,0.0109,0.00539,-0.0013,-0.004229999999999999,0.00294,0.00065,-0.008190000000000001,-0.02134,-0.00492,0.00595,-0.00961,0.0106,-0.00586,-0.02251,0.006999999999999999,-0.00125,0.01319,0.0124,0.00184,1,71
753,-0.02177,-0.04182,0.0197,-0.00542,-0.03751,0.01502,0.01468,0.00249,0.0135,0.01276,0.00029,-0.00626,-0.0049700000000000005,0.0013,0.01594,0.01161,-0.01249,-0.01013,-0.01454,0.00515,0.01156,0.00254,-0.00037,0.00484,0.0174,-0.00126,-0.00646,-0.00513,-0.00109,-0.0029100000000000003,-0.01353,0.0017,-0.00192,-0.025,-0.02131,0.02736,-0.01701,-0.00295,0.01278,-0.02158,0.012819999999999998,0.0107,0.007890000000000001,-0.02229,0.00493,0.0159,-0.00524,0.00823,-0.00293,0.00822,1,1123
754,-0.01224,0.03979,0.02301,0.0004,-0.00853,-0.029210000000000007,0.01898,0.00123,-0.01564,0.02529,-0.013669999999999998,0.0056,0.00454,-0.00386,0.0126,0.00852,-0.0022,-0.021730000000000003,0.005529999999999999,-0.01293,-0.00155,-0.00346,-0.00031,-0.02572,0.0009,0.01866,0.00282,0.01494,0.01779,-0.00343,0.008190000000000001,0.00903,0.0006,0.00094,-0.0063,-0.00479,0.01535,0.00455,0.00049,-0.00128,-0.0062,0.01665,0.01126,-0.00255,-0.00203,0.01147,-0.00024,-0.0046,0.01183,0.0029,0,508
755,0.00292,0.00106,0.00818,-0.0006,0.0006,-0.00247,0.00464,-0.0008699999999999999,0.00288,-0.0051600000000000005,0.00188,0.00224,-0.00146,-5e-05,0.00201,-0.00511,-0.0006900000000000001,-0.00188,0.00492,-0.00165,-0.00284,5e-05,0.00451,0.00302,-9e-05,-0.00228,-0.02393,0.01435,-0.01438,-0.00038,0.00999,-0.008870000000000001,0.00019,5e-05,0.01125,0.0063,-0.00548,-0.0081,0.00621,0.00496,-0.00905,0.00755,-0.0024,-0.0051,0.00443,0.0007,-0.00343,0.00521,-0.01263,0.00131,0,745
756,-0.01983,-0.01141,-0.01643,0.00155,-0.00677,-0.00086,0.01181,0.00971,0.01981,-0.007109999999999998,0.01162,0.0077,-0.00137,0.01147,-0.00151,0.006409999999999999,0.01144,0.00055,-0.0034700000000000004,0.00632,0.004,0.00094,0.00315,0.00098,-0.00108,0.00113,0.00024,0.00064,0.00577,-0.00161,0.00175,0.00535,0.00281,-0.00072,0.00256,-0.00212,-0.00695,0.00646,0.00386,-0.00111,0.00164,-0.006679999999999999,-0.0006799999999999999,-0.016030000000000003,0.00507,-0.01616,-0.00687,-0.008020000000000001,0.0196,0.02473,0,288
757,0.00507,-0.01616,-0.00687,-0.008020000000000001,0.0196,0.02473,-0.00126,0.0046,0.00135,0.0001,0.00322,0.00134,-0.005370000000000001,-0.00992,-0.00054,-0.01806,-0.00942,0.01246,0.01775,-0.00801,-0.00783,-0.00281,-0.00604,-0.00916,0.01311,0.00213,0.00505,0.01487,-0.00548,0.00234,-0.01319,-0.012819999999999998,0.00924,-0.01257,0.01238,0.01446,-0.00381,0.0101,-0.00277,-0.00448,0.01065,0.00058,0.00962,0.00412,0.00157,0.0001,-0.0007099999999999999,0.006,-0.00014,0.00284,0,332
758,-0.01331,0.0109,0.00539,-0.0013,-0.004229999999999999,0.00294,0.00065,-0.008190000000000001,-0.02134,-0.00492,0.00595,-0.00961,0.0106,-0.00586,-0.02251,0.006999999999999999,-0.00125,0.01319,0.0124,0.00184,0.01094,0.00049,0.0051600000000000005,0.005520000000000001,0.0012,-0.00662,0.0059,-0.00114,0.00555,-0.00038,5e-05,0.00525,0.00253,-0.00703,0.01406,0.00091,0.00229,0.00043,-0.00053,-0.00494,0.00027,-0.01121,-0.00281,0.00904,0.007140000000000001,-0.00533,0.00584,-0.00826,-0.00414,0.00475,0,101
759,-0.00093,-0.00117,-0.00057,0.00223,0.00049,-0.00194,0.00182,0.00186,-0.00246,-4e-05,-0.01412,0.00148,0.00991,-0.00012,0.0017399999999999998,-0.01559,-0.00156,0.00078,0.01046,-0.00359,-0.00233,0.00234,4e-05,0.00114,0.00474,0.00602,0.00141,-0.00718,0.0034100000000000003,-0.00012,-0.00117,0.01067,0.00337,0.00048,-0.00032,-0.0036,0.00213,0.001,0.00036,-0.00268,0.0002,-0.00204,0.0006,0.00389,0.0012,0.00352,0.00434,0.00214,0.00119,0.00593,0,992
760,0.007140000000000001,-0.00533,0.00584,-0.00826,-0.00414,0.00475,-0.00719,-0.0021100000000000003,0.00493,0.008190000000000001,0.00663,0.00335,-0.00132,-0.01182,-0.01105,0.00412,0.01075,-0.02101,-0.00901,0.00788,0.00689,0.01048,0.0014,0.00349,0.00454,-0.00234,0.00203,-0.0082,0.00317,0.00466,0.00298,0.00011,-0.00143,0.00191,-0.0087,0.00589,-0.00106,0.00149,0.00974,0.0009,-0.00474,-0.00878,0.0034700000000000004,0.00367,-0.0063,0.00842,0.00243,0.0040100000000000005,0.00615,-0.00073,1,145
761,0.00367,-0.0026,0.006409999999999999,0.00866,-0.00105,-0.00157,-0.0062,-9e-05,0.0004,0.00066,0.00689,-0.00179,4e-05,0.00131,0.00593,0.00395,0.00544,0.004,0.005220000000000001,-0.00085,0.00158,0.00596,-0.0008900000000000002,0.0006799999999999999,0.00127,0.00156,-0.0027,0.014,-0.0063,0.00063,-0.00298,-0.00299,-0.00186,0.00127,0.0035,0.0005,-0.00383,0.00865,-0.00197,-0.00608,-0.0011,-0.01284,0.00235,-0.00107,-0.00073,-0.00103,0.00728,0.00093,0.00318,-0.00233,1,862
762,-0.00958,-0.00016,-0.0029,0.00614,0.00022,0.00065,0.00272,-0.01331,0.0109,0.00539,-0.0013,-0.004229999999999999,0.00294,0.00065,-0.008190000000000001,-0.02134,-0.00492,0.00595,-0.00961,0.0106,-0.00586,-0.02251,0.006999999999999999,-0.00125,0.01319,0.0124,0.00184,0.01094,0.00049,0.0051600000000000005,0.005520000000000001,0.0012,-0.00662,0.0059,-0.00114,0.00555,-0.00038,5e-05,0.00525,0.00253,-0.00703,0.01406,0.00091,0.00229,0.00043,-0.00053,-0.00494,0.00027,-0.01121,-0.00281,1,94
763,-0.00663,-0.01026,0.0005,-0.00114,-0.02177,-0.04182,0.0197,-0.00542,-0.03751,0.01502,0.01468,0.00249,0.0135,0.01276,0.00029,-0.00626,-0.0049700000000000005,0.0013,0.01594,0.01161,-0.01249,-0.01013,-0.01454,0.00515,0.01156,0.00254,-0.00037,0.00484,0.0174,-0.00126,-0.00646,-0.00513,-0.00109,-0.0029100000000000003,-0.01353,0.0017,-0.00192,-0.025,-0.02131,0.02736,-0.01701,-0.00295,0.01278,-0.02158,0.012819999999999998,0.0107,0.007890000000000001,-0.02229,0.00493,0.0159,0,1119
764,0.00722,-0.0097,0.00031,-0.00541,0.01157,0.0029,-0.00139,0.00677,0.00472,-0.0002,0.00838,0.005220000000000001,0.00267,0.00292,-0.00155,0.00507,0.00065,-0.0004,-0.00055,0.00285,-0.0005,-0.00055,-0.00145,0.0045,-0.00259,-0.00633,0.00376,0.00115,-0.00584,-0.00075,0.0075400000000000016,0.00135,0.00533,-0.00555,-0.00772,-0.00572,0.00783,-0.01614,0.00795,-0.00182,-0.00263,-0.01355,0.00015,0.01101,-0.00117,-0.01544,0.017490000000000002,-0.01983,-0.01141,-0.01643,1,241
765,-0.00458,-0.0011,0.02206,0.0045,0.0106,0.0025,-0.0023,0.00079,0.0078,-0.00188,0.00514,-0.00224,0.00755,0.00195,0.00054,0.00372,-0.00469,0.00195,-0.0024,-0.00368,0.0005,0.00601,0.00317,0.01308,0.00245,0.00604,-0.00115,0.006670000000000001,-0.00825,0.00412,-0.0078,0.00218,0.00386,-0.00278,-0.00173,0.00146,0.00248,-0.00826,-0.00022,-0.00366,0.00765,0.00595,-0.00079,0.00358,-0.0033,0.0,0.00283,-0.00251,0.0023,-0.00352,1,810
766,-0.00119,0.00491,0.00252,0.00232,-0.0041600000000000005,0.00318,-0.00411,-0.01002,0.01084,0.00285,-0.01145,-0.00412,0.00399,0.01317,-0.00477,-0.00299,0.00019,0.01043,0.00108,0.0031100000000000004,-0.00033,-0.0007,0.0029100000000000003,-0.00239,-0.01075,0.00949,-0.00113,-0.00621,0.00204,-0.00099,0.00265,-0.00845,-0.00171,-0.00644,0.00014,0.01204,0.0032700000000000003,-0.00813,-0.00395,0.0055,0.00162,0.01007,-0.00893,0.00512,0.0007599999999999999,-0.007259999999999998,-0.00323,0.00033,-0.02111,0.00204,1,420
767,-0.0007,0.0029100000000000003,-0.00239,-0.01075,0.00949,-0.00113,-0.00621,0.00204,-0.00099,0.00265,-0.00845,-0.00171,-0.00644,0.00014,0.01204,0.0032700000000000003,-0.00813,-0.00395,0.0055,0.00162,0.01007,-0.00893,0.00512,0.0007599999999999999,-0.007259999999999998,-0.00323,0.00033,-0.02111,0.00204,0.008159999999999999,-0.0012,-0.00314,0.00648,-0.016730000000000002,0.00132,0.01309,0.01099,0.00458,-0.00043,0.007790000000000002,0.00094,0.0007099999999999999,-0.00404,-0.00222,-0.00544,-0.01047,-0.00577,0.01243,0.00698,0.00024,0,441
768,0.0001,0.00322,0.00134,-0.005370000000000001,-0.00992,-0.00054,-0.01806,-0.00942,0.01246,0.01775,-0.00801,-0.00783,-0.00281,-0.00604,-0.00916,0.01311,0.00213,0.00505,0.01487,-0.00548,0.00234,-0.01319,-0.012819999999999998,0.00924,-0.01257,0.01238,0.01446,-0.00381,0.0101,-0.00277,-0.00448,0.01065,0.00058,0.00962,0.00412,0.00157,0.0001,-0.0007099999999999999,0.006,-0.00014,0.00284,-0.00085,-0.00118,-0.0034100000000000003,0.0063100000000000005,-0.0041,-0.004220000000000001,0.00109,-0.01406,0.00414,0,341
769,0.00131,0.00593,0.00395,0.00544,0.004,0.005220000000000001,-0.00085,0.00158,0.00596,-0.0008900000000000002,0.0006799999999999999,0.00127,0.00156,-0.0027,0.014,-0.0063,0.00063,-0.00298,-0.00299,-0.00186,0.00127,0.0035,0.0005,-0.00383,0.00865,-0.00197,-0.00608,-0.0011,-0.01284,0.00235,-0.00107,-0.00073,-0.00103,0.00728,0.00093,0.00318,-0.00233,-0.0017399999999999998,0.00064,-0.00297,0.00281,-0.00102,0.0006,-0.00119,-0.004379999999999999,-0.006490000000000001,0.00886,-0.00298,-0.00184,0.008140000000000001,0,875
770,-0.00284,0.00239,0.00352,-0.00317,0.00511,-0.01264,0.01349,0.00017,-0.00203,0.008020000000000001,0.00499,0.00435,-0.0035,-0.00217,-0.00313,0.00807,0.005,-0.001,0.00028,0.00244,-0.00066,-0.0026,-0.00432,-0.00011,-0.0044,0.01118,0.00254,-0.00358,-0.01123,-0.0033,-0.00011,0.006229999999999999,-0.00318,0.01707,-0.00116,0.00039,0.00534,0.00219,0.00508,-5e-05,-0.00016,0.00473,-0.00958,-0.00016,-0.0029,0.00614,0.00022,0.00065,0.00272,-0.01331,1,52
771,-0.00102,0.0006,-0.00119,-0.004379999999999999,-0.006490000000000001,0.00886,-0.00298,-0.00184,0.008140000000000001,-0.00319,0.011,0.0058200000000000005,-0.00063,0.00084,-0.00218,0.00252,0.00038,-0.00121,0.00117,0.00394,-0.00017,-0.00092,0.0018,-0.00204,-0.0016699999999999998,0.005520000000000001,-0.00092,-0.017740000000000002,0.00403,0.0065,0.00508,0.00221,0.00233,0.00478,-0.00021,-0.0008699999999999999,-0.00025,0.00795,0.00333,-0.00074,-0.0032,0.00185,0.00049,-0.00152,-0.00021,0.00489,-0.00127,-0.00192,-0.00464,0.008329999999999999,0,916
772,-0.00031,-0.02572,0.0009,0.01866,0.00282,0.01494,0.01779,-0.00343,0.008190000000000001,0.00903,0.0006,0.00094,-0.0063,-0.00479,0.01535,0.00455,0.00049,-0.00128,-0.0062,0.01665,0.01126,-0.00255,-0.00203,0.01147,-0.00024,-0.0046,0.01183,0.0029,-0.00294,-0.00109,-0.0005200000000000001,-0.00933,0.00231,-0.00393,-0.01396,-0.01123,0.01521,-0.00073,0.01587,-0.00086,0.00364,-0.00115,0.00134,-0.00014,0.00115,-0.00415,0.00954,-0.01021,-0.014,0.0195,0,530
773,-0.00548,0.00234,-0.01319,-0.012819999999999998,0.00924,-0.01257,0.01238,0.01446,-0.00381,0.0101,-0.00277,-0.00448,0.01065,0.00058,0.00962,0.00412,0.00157,0.0001,-0.0007099999999999999,0.006,-0.00014,0.00284,-0.00085,-0.00118,-0.0034100000000000003,0.0063100000000000005,-0.0041,-0.004220000000000001,0.00109,-0.01406,0.00414,-0.01622,-0.00234,0.01271,-0.00613,0.01336,-0.00297,0.01202,-0.00456,0.00434,-0.00195,-0.00562,-0.01465,-0.00238,0.00229,0.0122,-0.008740000000000001,-0.00354,0.0036,0.00673,0,360
774,-0.00228,-0.02393,0.01435,-0.01438,-0.00038,0.00999,-0.008870000000000001,0.00019,5e-05,0.01125,0.0063,-0.00548,-0.0081,0.00621,0.00496,-0.00905,0.00755,-0.0024,-0.0051,0.00443,0.0007,-0.00343,0.00521,-0.01263,0.00131,-0.00328,0.0005200000000000001,-0.0034700000000000004,0.00626,0.00267,-0.00187,0.00047,0.00425,-0.00335,-0.00201,-0.00267,-0.00296,5e-05,-0.00725,-0.00602,-0.00458,-0.0011,0.02206,0.0045,0.0106,0.0025,-0.0023,0.00079,0.0078,-0.00188,1,770
775,0.00807,-0.02494,0.01642,-0.02147,0.00133,-0.012819999999999998,0.0056,0.02052,-0.015119999999999996,0.01364,-0.01088,0.00521,0.02438,-0.00036,-0.01802,0.00599,0.00157,-0.01905,-0.01346,5e-05,-0.00086,-0.01301,0.02062,0.016880000000000003,0.01633,-0.0041,-0.00047,0.014480000000000003,-0.01263,0.00458,0.01211,-0.0023,-0.00784,0.02351,0.00449,0.00392,0.00325,0.0008,-0.01092,0.00494,0.0008,0.01614,-0.00128,-0.0016300000000000002,0.00579,0.00634,-0.00122,0.0014199999999999998,-0.00054,-0.0066,1,604
776,-0.00689,0.00421,-0.00084,-0.0025,0.0075200000000000015,-0.00278,0.00275,-0.00205,-0.00238,-0.0115,0.01334,-0.00613,0.00982,0.00475,0.00073,0.00836,-0.00011,0.00296,0.00133,0.00129,-0.00319,0.00252,-0.00574,-0.00206,-0.00383,0.00171,-0.00627,0.00182,-0.01361,0.00221,-0.00828,0.00572,0.00144,0.00214,-0.00353,0.008159999999999999,0.008459999999999999,0.009000000000000001,0.0036,-0.00731,0.00907,0.00079,-0.0008900000000000002,0.00405,0.0021,-0.00377,-0.00114,0.00186,0.00503,0.00852,0,1193
777,-0.008709999999999999,0.00987,-0.00933,0.00029,-0.00346,0.00632,-0.00136,0.01296,0.00678,0.00029,0.0043,-0.0019,0.00205,0.00304,-0.00299,0.00509,0.00156,0.0032600000000000003,-0.00137,-0.00948,-0.00771,-0.00197,-0.00139,0.00298,-0.008879999999999999,0.00644,0.00284,-0.0016300000000000002,0.01302,-0.035910000000000004,-0.01791,0.01804,0.01703,0.01365,0.0021,-0.00719,0.006,-0.00062,0.01489,0.00353,0.007259999999999998,-0.00014,0.00558,-0.00134,0.00269,-0.00102,0.0041600000000000005,-0.00378,0.00449,-0.00272,1,689
778,-0.00165,0.00264,0.00157,-0.00149,0.00122,0.00133,0.0007099999999999999,0.00098,0.00027,0.0051600000000000005,-0.00389,0.00176,-0.00495,0.00129,0.00818,-0.00373,0.00156,0.00132,0.00039,0.00334,0.00155,-0.0007,0.0017,-0.00363,-0.00031,0.00093,-0.00232,-0.0050100000000000006,0.0085,-0.00294,0.00171,0.006540000000000001,-0.00088,0.00231,-0.0005,0.01014,-0.00061,0.00875,-0.0020800000000000003,-0.00121,-0.0036,0.00019,0.00315,0.00545,0.00301,0.00176,-0.00011,-0.00409,0.0032,0.00634,0,1043
779,-0.0002,0.00366,0.0008300000000000001,0.01243,-0.00935,0.00029,-0.008709999999999999,0.00987,-0.00933,0.00029,-0.00346,0.00632,-0.00136,0.01296,0.00678,0.00029,0.0043,-0.0019,0.00205,0.00304,-0.00299,0.00509,0.00156,0.0032600000000000003,-0.00137,-0.00948,-0.00771,-0.00197,-0.00139,0.00298,-0.008879999999999999,0.00644,0.00284,-0.0016300000000000002,0.01302,-0.035910000000000004,-0.01791,0.01804,0.01703,0.01365,0.0021,-0.00719,0.006,-0.00062,0.01489,0.00353,0.007259999999999998,-0.00014,0.00558,-0.00134,1,683
780,-0.00826,-0.00414,0.00475,-0.00719,-0.0021100000000000003,0.00493,0.008190000000000001,0.00663,0.00335,-0.00132,-0.01182,-0.01105,0.00412,0.01075,-0.02101,-0.00901,0.00788,0.00689,0.01048,0.0014,0.00349,0.00454,-0.00234,0.00203,-0.0082,0.00317,0.00466,0.00298,0.00011,-0.00143,0.00191,-0.0087,0.00589,-0.00106,0.00149,0.00974,0.0009,-0.00474,-0.00878,0.0034700000000000004,0.00367,-0.0063,0.00842,0.00243,0.0040100000000000005,0.00615,-0.00073,0.00517,0.00161,0.00114,0,148
781,-0.01123,0.01521,-0.00073,0.01587,-0.00086,0.00364,-0.00115,0.00134,-0.00014,0.00115,-0.00415,0.00954,-0.01021,-0.014,0.0195,-0.00606,-0.00672,-0.00778,0.0025800000000000003,-0.01938,0.00505,0.0105,0.01463,-0.01524,-0.02363,0.00825,0.00907,0.01238,-0.00165,-0.00229,0.01067,-0.007090000000000002,-0.01,-0.01398,0.00169,-0.01261,-0.02399,-0.01098,0.00099,0.00807,-0.02494,0.01642,-0.02147,0.00133,-0.012819999999999998,0.0056,0.02052,-0.015119999999999996,0.01364,-0.01088,1,565
